txnRef,Date,Time,service_type,amount,status
TXN719981494968,2025-04-26,18:43:57,airtime,12968.53,successful
TXN125343460216,2024-03-18,19:56:25,electricity,34713.7,successful
TXN862284835410,2025-12-09,20:33:46,airtime,31756.4,failed
TXN116548193989,2025-04-27,01:50:56,airtime,7246.89,successful
TXN616027174706,2024-05-20,02:06:02,cable,31711.03,successful
TXN058796856438,2024-01-14,19:14:48,data,40847.78,successful
TXN571543863296,2025-02-12,02:04:41,data,23795.37,failed
TXN326920837127,2025-08-07,04:47:33,airtime,1332.82,successful
TXN223640656675,2025-03-09,11:26:40,data,35074.01,successful
TXN252116864316,2024-01-06,02:59:33,cable,24003.16,successful
TXN312854104607,2025-04-08,08:11:25,cable,25216.13,successful
TXN284145255693,2024-04-01,12:29:05,airtime,10264.31,successful
TXN369023642079,2024-06-28,22:39:52,airtime,27524.67,successful
TXN435722373513,2024-06-20,04:13:37,airtime,11006.45,successful
TXN338852175371,2025-02-24,13:48:35,data,26334.2,successful
TXN074530106996,2024-11-03,10:24:22,airtime,3082.78,successful
TXN297784163184,2025-06-28,17:42:24,airtime,21931.25,successful
TXN567417556559,2024-11-18,11:36:28,data,45134.0,successful
TXN375007384882,2025-09-28,12:52:26,data,32673.68,successful
TXN475234674135,2024-04-24,23:09:10,data,28102.26,successful
TXN246514313671,2025-02-11,04:41:17,electricity,17550.85,successful
TXN379561817437,2025-02-01,10:09:34,data,22368.29,successful
TXN070448642644,2024-04-01,07:22:10,airtime,30100.71,failed
TXN162556617694,2025-10-17,00:26:05,data,34463.85,successful
TXN426428276997,2024-01-01,03:26:14,airtime,45764.38,successful
TXN588099059120,2025-03-28,14:49:27,electricity,21642.6,successful
TXN800142210096,2024-08-31,07:46:27,electricity,41789.41,successful
TXN181685986249,2025-05-10,14:43:54,electricity,31975.15,failed
TXN867040106848,2024-02-01,14:41:21,cable,38650.88,successful
TXN549601496730,2024-06-09,03:06:35,airtime,11858.39,successful
TXN431769216018,2024-04-22,13:54:17,cable,22983.09,failed
TXN824835472713,2025-12-11,14:27:12,airtime,32063.7,successful
TXN710758863660,2025-12-28,06:13:08,airtime,29044.33,successful
TXN343911218685,2024-01-11,00:25:58,data,26651.57,successful
TXN663294710441,2024-04-02,02:48:23,data,1736.36,successful
TXN903001652601,2025-04-05,17:36:21,airtime,37335.28,successful
TXN846161894547,2024-03-17,15:38:08,electricity,15782.59,failed
TXN893066356136,2024-05-26,15:12:46,cable,48880.79,failed
TXN935918727527,2025-11-24,04:03:44,data,32227.18,successful
TXN049333405837,2025-02-28,13:44:13,cable,24624.83,failed
TXN696725393818,2025-04-15,13:12:33,electricity,42896.59,successful
TXN614602351277,2024-12-18,01:25:01,data,32494.11,successful
TXN966991714420,2024-06-23,08:44:52,cable,18459.22,failed
TXN494617187241,2024-04-01,03:34:30,cable,42831.25,successful
TXN772003299995,2024-11-04,18:57:46,electricity,37437.27,successful
TXN448361685484,2024-08-09,07:35:31,data,28196.55,successful
TXN580067987552,2025-03-30,13:24:34,cable,24426.08,successful
TXN588861097979,2025-08-20,14:10:17,data,39104.45,successful
TXN016891245706,2025-10-28,17:30:12,airtime,16796.92,successful
TXN498956947750,2025-09-03,10:46:05,airtime,16981.35,successful
TXN015918132513,2025-06-23,09:52:27,airtime,18785.54,successful
TXN406293975494,2025-05-21,01:47:36,data,149.95,successful
TXN600866388317,2025-02-21,23:30:12,data,34881.8,successful
TXN075891534611,2025-04-01,13:38:10,airtime,2299.13,successful
TXN129736695359,2025-10-10,16:47:25,airtime,30843.55,successful
TXN089063719328,2024-09-20,22:39:45,data,33079.34,successful
TXN078898204605,2025-09-05,06:59:09,airtime,37590.27,successful
TXN859351043546,2024-11-03,12:06:45,cable,21362.51,successful
TXN164366060818,2024-10-30,18:27:26,data,26933.1,successful
TXN471375741200,2024-02-21,20:12:05,airtime,31979.44,failed
TXN235915981959,2024-10-13,14:17:23,airtime,34846.14,successful
TXN683843653625,2025-08-22,04:03:30,airtime,49420.21,successful
TXN334080161205,2024-07-11,21:21:25,airtime,41577.92,successful
TXN411463592849,2024-07-02,13:08:31,cable,18043.14,successful
TXN211558517365,2025-12-04,02:12:25,cable,43751.81,successful
TXN274526149691,2025-04-12,16:47:15,electricity,10267.77,successful
TXN565183739225,2024-07-28,05:58:44,airtime,34230.56,successful
TXN697777279885,2025-02-17,12:50:04,airtime,30498.76,successful
TXN313041936888,2024-05-10,21:40:31,airtime,14574.23,successful
TXN737421126874,2025-11-06,22:44:51,airtime,35416.93,successful
TXN212526921809,2024-08-23,15:58:53,airtime,49477.86,successful
TXN019730937608,2024-07-07,08:29:00,cable,43536.8,successful
TXN516878708943,2024-06-03,05:25:56,cable,39621.64,failed
TXN986650716762,2024-07-23,02:59:54,airtime,10567.18,pending
TXN351426667990,2024-03-29,01:33:24,data,4472.25,successful
TXN447904502424,2024-03-10,14:58:33,data,19115.88,successful
TXN121386187281,2025-02-02,19:39:49,cable,1526.45,successful
TXN613496409817,2025-10-24,04:56:58,data,585.72,successful
TXN717492092633,2025-08-20,05:03:55,airtime,45217.72,failed
TXN291585681557,2025-10-13,19:47:24,airtime,35108.48,failed
TXN697512853888,2025-03-17,09:47:28,data,22000.02,successful
TXN151405082833,2025-11-09,20:06:51,airtime,43634.88,successful
TXN716360433175,2024-01-17,15:43:59,electricity,5867.6,failed
TXN110362264102,2025-09-23,04:22:18,data,27227.95,successful
TXN599295477294,2025-12-22,05:44:13,data,49631.39,successful
TXN073444824117,2025-04-04,09:57:17,cable,45825.46,pending
TXN536345590235,2024-03-06,01:57:22,cable,44875.35,failed
TXN802957582178,2025-02-23,07:09:38,electricity,22275.81,successful
TXN187218987005,2025-06-07,00:06:46,cable,10506.49,successful
TXN518401978238,2025-01-19,14:54:34,cable,28234.14,successful
TXN503032960240,2024-01-09,06:57:07,data,34805.4,successful
TXN595948608570,2024-09-02,19:37:30,data,22225.6,failed
TXN135659516700,2025-04-05,15:44:36,airtime,39663.89,successful
TXN112436423809,2025-12-11,09:07:16,data,21144.67,successful
TXN266843435379,2024-11-24,03:10:38,airtime,26632.41,successful
TXN962404125932,2024-08-03,00:56:00,data,1001.84,successful
TXN134909542916,2024-01-23,23:07:33,airtime,42498.44,successful
TXN067351947247,2025-06-15,13:27:22,airtime,10069.29,failed
TXN361242364777,2025-09-06,20:50:40,airtime,17187.9,failed
TXN461068489131,2025-10-19,08:09:55,data,28803.67,successful
TXN970243860004,2024-04-27,13:56:19,airtime,36774.05,successful
TXN004812163965,2025-09-17,14:37:49,airtime,28900.64,failed
TXN713459991885,2025-10-06,17:46:38,electricity,7171.25,successful
TXN757550556911,2025-08-25,16:02:20,airtime,34051.81,successful
TXN719682992998,2025-10-29,03:49:03,airtime,23453.41,successful
TXN318092817914,2024-10-30,21:12:38,electricity,33644.68,successful
TXN575248561877,2024-01-09,08:45:18,data,43774.25,successful
TXN867605090987,2025-03-21,07:55:28,cable,42486.56,failed
TXN836782817634,2025-08-29,14:18:15,data,9390.99,successful
TXN282190262848,2024-08-16,06:55:35,cable,7354.3,failed
TXN047683481314,2025-07-19,23:20:32,cable,12675.51,successful
TXN179762282738,2024-02-21,15:39:22,data,10186.09,successful
TXN700182149039,2024-02-01,21:15:51,airtime,25329.17,successful
TXN172105200773,2024-09-04,11:24:00,airtime,45454.68,successful
TXN035419612680,2024-06-30,00:51:02,data,9327.9,successful
TXN342298403166,2024-10-01,11:17:17,airtime,21506.97,successful
TXN203657943828,2024-10-09,13:24:01,data,9490.93,failed
TXN085523782220,2025-04-14,23:32:13,cable,32235.02,successful
TXN533756633802,2024-04-06,05:56:36,electricity,28324.28,failed
TXN749111703303,2025-11-17,01:09:32,airtime,3571.87,successful
TXN250753812597,2024-02-01,04:04:57,airtime,14142.72,successful
TXN213477437945,2024-06-17,09:33:46,data,39770.66,successful
TXN100002047903,2025-12-29,10:19:51,airtime,32324.03,successful
TXN897496373269,2025-11-26,08:22:45,data,9631.23,successful
TXN943247774589,2025-01-06,14:45:41,airtime,34273.92,successful
TXN702028603364,2024-10-22,03:06:36,electricity,16211.34,failed
TXN117007165081,2024-03-30,23:35:53,airtime,46044.51,successful
TXN440365811580,2025-09-14,07:55:44,cable,25717.89,successful
TXN783220487069,2025-03-15,17:56:36,electricity,19599.73,successful
TXN167867152740,2025-11-04,08:50:57,airtime,3410.07,successful
TXN043562222539,2025-10-14,01:33:36,data,45370.16,successful
TXN532882690792,2024-10-01,14:40:48,cable,24364.23,successful
TXN766372342226,2025-04-16,02:59:23,data,23538.68,successful
TXN441096072757,2025-07-29,15:00:45,electricity,27716.59,successful
TXN320244448440,2025-08-04,22:34:26,data,47391.5,successful
TXN429399058285,2024-07-09,12:39:41,data,42239.96,successful
TXN822888653022,2025-04-17,20:07:15,cable,41093.21,failed
TXN570165860271,2024-07-24,06:34:47,airtime,47868.85,successful
TXN052771502615,2025-01-30,21:12:26,cable,17278.97,pending
TXN272200392102,2025-03-26,15:47:40,data,5627.64,failed
TXN416139352681,2024-11-17,01:31:02,airtime,19521.63,successful
TXN219568253523,2024-02-11,00:51:29,data,6895.38,successful
TXN006080378501,2024-09-19,06:50:33,electricity,47659.12,successful
TXN039619328177,2024-07-14,14:49:37,electricity,18515.48,successful
TXN980833687360,2024-11-27,06:50:23,data,47021.43,failed
TXN882774590605,2024-05-16,00:32:42,cable,7834.54,successful
TXN339187315782,2025-08-18,08:25:43,cable,44959.8,successful
TXN208438008750,2025-10-08,15:29:07,cable,33448.92,failed
TXN056226834785,2024-09-17,01:53:39,data,43604.85,successful
TXN858115915747,2025-05-11,08:59:30,data,30364.05,failed
TXN198796284772,2025-08-31,10:41:37,airtime,48456.37,failed
TXN544881519063,2024-10-25,15:07:26,airtime,26266.9,failed
TXN430691882707,2024-03-16,15:15:41,electricity,8948.51,successful
TXN800302651138,2025-11-16,21:52:49,cable,26287.12,successful
TXN290287811816,2025-07-27,19:16:15,data,43945.33,failed
TXN437364389365,2024-05-17,10:25:39,airtime,38798.35,failed
TXN931556789776,2025-05-24,01:28:23,cable,29300.32,failed
TXN167258253446,2024-07-02,12:26:05,airtime,36882.04,successful
TXN295228767148,2024-06-18,23:57:36,cable,43044.65,successful
TXN239688510812,2025-09-23,22:48:14,data,36425.09,successful
TXN157753034671,2025-11-04,21:05:52,cable,30642.8,successful
TXN241195537182,2025-01-20,16:31:12,airtime,3839.96,successful
TXN401645216470,2024-05-01,07:13:54,data,21367.32,failed
TXN370155586410,2024-11-16,10:55:04,data,36017.65,successful
TXN104242008352,2025-07-01,01:10:28,electricity,15081.8,successful
TXN051553442010,2024-05-15,21:52:52,data,10028.34,successful
TXN907786202907,2025-03-30,19:43:05,airtime,2210.62,failed
TXN288936966156,2025-01-24,18:54:15,airtime,40701.9,successful
TXN486666289590,2025-02-23,20:35:23,data,18531.91,successful
TXN368115247695,2024-07-20,13:26:38,data,25034.25,successful
TXN491739686003,2024-07-29,00:55:35,data,35697.76,successful
TXN978450025978,2025-04-06,19:10:11,data,31165.12,successful
TXN079827139935,2025-05-23,19:06:33,data,41504.2,successful
TXN263205886464,2024-09-25,05:36:41,data,39235.48,successful
TXN555615667008,2025-09-01,15:49:12,airtime,21494.84,successful
TXN087959973591,2024-10-22,06:20:10,cable,24384.23,successful
TXN537626754528,2025-10-06,15:53:43,cable,17296.23,failed
TXN001790903296,2025-04-11,02:27:56,airtime,2793.77,failed
TXN876033899376,2024-10-04,13:22:59,cable,29451.21,successful
TXN342789561821,2025-03-01,06:06:34,cable,42429.07,successful
TXN773328481064,2024-05-24,12:33:48,airtime,17750.78,successful
TXN854916357779,2024-09-15,02:49:00,airtime,23989.64,successful
TXN961941538869,2025-06-27,05:05:56,data,6991.3,successful
TXN122199190029,2025-01-05,07:40:36,data,32776.2,successful
TXN995776771692,2025-12-19,02:57:05,data,35748.27,successful
TXN867436817517,2025-04-09,15:32:28,airtime,13257.17,successful
TXN790533327264,2024-12-23,16:25:50,cable,21631.11,successful
TXN912380662232,2025-04-06,11:10:30,cable,6785.5,successful
TXN734795234587,2024-11-11,02:11:55,airtime,13485.73,successful
TXN605619891135,2024-06-24,13:03:12,data,4709.67,failed
TXN437194146410,2024-05-07,01:44:32,airtime,14005.0,successful
TXN148146257723,2024-05-18,09:32:47,cable,40325.54,successful
TXN116317176178,2025-01-18,23:51:49,airtime,39226.24,failed
TXN497881001338,2024-02-05,09:20:04,electricity,41198.97,successful
TXN947697524242,2025-11-24,13:46:14,airtime,7342.92,successful
TXN170162156718,2024-06-17,07:25:06,electricity,49541.54,successful
TXN301893303867,2024-05-23,00:28:45,airtime,43238.21,successful
TXN610227964540,2025-01-20,08:32:30,cable,47749.06,successful
TXN023091257810,2024-09-01,19:32:39,data,13615.58,failed
TXN549787904117,2025-09-07,11:28:57,cable,14704.44,successful
TXN035591663801,2025-04-11,14:14:13,data,29979.98,failed
TXN953562357811,2024-08-14,07:07:19,data,8857.59,successful
TXN822388384590,2025-07-28,19:18:46,cable,23284.78,successful
TXN268758559207,2025-08-30,11:36:43,data,5575.79,successful
TXN617556556517,2024-03-27,22:16:58,data,1093.13,successful
TXN689977142591,2024-11-12,12:31:18,data,48660.06,successful
TXN267657331618,2025-01-19,05:00:38,electricity,7083.16,successful
TXN453189527083,2025-05-25,01:36:40,data,25279.17,successful
TXN640533799088,2024-09-28,03:49:19,cable,11708.92,successful
TXN460617545747,2025-10-14,14:15:18,data,49149.88,successful
TXN797538741621,2025-08-09,16:21:18,airtime,32113.48,successful
TXN102814047797,2025-03-09,00:22:29,data,47125.14,pending
TXN573999854220,2025-07-28,18:50:24,data,46075.83,successful
TXN579181550231,2025-05-21,21:41:34,cable,11447.34,successful
TXN193400695171,2025-05-09,21:46:37,cable,5898.15,successful
TXN280630476274,2024-11-21,10:01:13,electricity,7530.15,failed
TXN096758260863,2024-05-06,00:55:08,electricity,21902.84,successful
TXN321304385327,2025-04-11,13:37:13,data,12328.89,successful
TXN602953616772,2025-01-04,02:04:03,airtime,17407.97,successful
TXN879970981340,2024-06-10,00:55:23,airtime,21172.91,successful
TXN395275075530,2024-12-18,08:02:31,data,37434.37,successful
TXN595119219201,2024-07-04,00:18:31,cable,18774.55,successful
TXN447051752821,2024-04-20,04:35:50,cable,35287.01,failed
TXN745241470095,2024-10-14,04:08:26,data,11434.11,successful
TXN146517304850,2025-04-17,23:15:33,airtime,48817.02,failed
TXN174845200555,2025-11-20,11:15:25,data,16521.93,successful
TXN752615687908,2024-09-12,22:08:56,airtime,39961.12,successful
TXN651142847086,2025-10-20,18:51:41,airtime,22194.82,successful
TXN543828449048,2025-03-16,03:07:52,airtime,30576.22,successful
TXN365790388571,2025-05-30,05:15:22,airtime,42511.08,successful
TXN404994240060,2024-09-12,04:57:00,airtime,32067.03,successful
TXN456418225708,2025-10-29,04:58:44,cable,22936.4,successful
TXN358401726626,2024-10-23,07:24:06,data,18759.36,successful
TXN920447945155,2024-11-15,07:43:27,data,24281.63,pending
TXN026314604049,2025-11-20,07:33:10,cable,29212.0,successful
TXN841043606494,2025-09-26,03:49:09,cable,16726.96,successful
TXN514178838267,2025-08-01,01:06:01,data,24719.78,successful
TXN319723856297,2024-01-19,17:53:22,data,33037.57,successful
TXN160924687342,2024-01-10,16:02:44,airtime,46633.78,successful
TXN768220698305,2025-04-10,15:13:08,data,27721.89,successful
TXN261609761029,2024-09-23,08:19:00,airtime,33938.22,successful
TXN741938423895,2024-10-31,19:18:09,data,6939.4,successful
TXN996545529729,2025-05-16,12:31:01,airtime,25353.7,successful
TXN759566932920,2024-03-19,18:47:05,cable,35020.18,successful
TXN142034588820,2024-09-30,10:58:08,cable,3657.43,pending
TXN887494068295,2024-01-14,04:41:44,electricity,20619.49,successful
TXN416268020967,2024-02-05,01:47:58,data,16672.96,successful
TXN548658163724,2025-04-12,09:15:23,data,14666.93,successful
TXN373182339356,2024-04-16,04:22:25,data,12789.05,successful
TXN224605824409,2024-03-17,19:17:44,cable,29615.42,successful
TXN626509795846,2024-04-14,09:54:39,cable,905.66,successful
TXN711109291603,2024-11-25,15:40:01,cable,32785.25,successful
TXN775344668265,2024-11-29,12:34:35,airtime,31291.82,successful
TXN268990832211,2025-08-24,23:20:28,airtime,14345.2,failed
TXN856000460990,2025-02-18,08:46:33,airtime,20082.79,successful
TXN038191588945,2025-03-25,05:04:44,electricity,1745.72,successful
TXN197289321030,2025-11-11,13:00:44,electricity,3163.03,successful
TXN909248338105,2024-09-03,07:26:02,airtime,48202.78,failed
TXN041718611111,2025-01-12,09:06:57,data,757.23,successful
TXN681770625728,2024-09-12,20:59:42,cable,6531.75,successful
TXN694998453333,2024-03-16,14:40:48,airtime,24700.04,successful
TXN321464902130,2025-08-20,09:02:31,airtime,10850.9,failed
TXN378014605626,2025-03-31,10:43:28,data,24521.51,successful
TXN384933994863,2025-11-12,01:11:36,cable,37593.41,failed
TXN880538691724,2025-03-29,20:16:09,airtime,27550.18,successful
TXN345811560026,2025-12-27,04:08:22,cable,6784.32,successful
TXN666274153954,2025-09-05,20:26:43,cable,4350.85,successful
TXN879965437474,2024-12-30,18:56:11,airtime,22817.42,successful
TXN303773553218,2025-05-25,22:49:18,data,20092.16,successful
TXN612889378209,2025-07-20,17:20:55,airtime,2937.53,failed
TXN165397346240,2024-01-20,05:02:57,cable,17439.38,failed
TXN352728496621,2024-02-27,04:56:33,data,27929.21,successful
TXN259607376445,2024-04-07,07:07:08,cable,9285.36,successful
TXN842972084706,2024-11-24,22:08:32,airtime,13926.76,successful
TXN848566387968,2024-08-13,19:33:35,cable,1680.52,successful
TXN494193696905,2025-03-16,12:20:35,data,1526.01,successful
TXN694451422088,2024-08-30,20:29:22,data,33423.26,successful
TXN167460172279,2025-04-03,09:37:22,airtime,26576.57,failed
TXN502968133706,2025-02-08,11:21:29,data,2471.45,successful
TXN546642875197,2024-06-28,16:14:36,data,35376.65,successful
TXN032090765041,2024-03-29,05:56:15,cable,7928.22,successful
TXN800288838048,2025-03-05,10:39:30,data,8491.33,pending
TXN910760093761,2025-04-03,05:58:57,airtime,11167.99,successful
TXN906882849123,2025-05-17,00:38:41,airtime,45099.19,successful
TXN438189665830,2025-04-26,14:24:41,airtime,45100.71,failed
TXN327516147469,2024-01-22,02:19:35,data,30037.42,successful
TXN365142256924,2025-10-28,22:36:56,airtime,5216.13,successful
TXN693895389270,2025-06-14,13:43:57,cable,16822.67,successful
TXN561244489421,2025-07-12,06:07:02,data,22380.38,successful
TXN452219440532,2024-01-22,08:34:20,data,3893.96,successful
TXN260075204371,2025-08-18,09:10:23,data,37268.77,successful
TXN936331269406,2024-09-23,17:32:25,data,45780.99,successful
TXN097078573406,2025-10-31,07:16:19,data,29932.92,successful
TXN423096743843,2025-12-12,17:30:58,airtime,10268.97,successful
TXN990232791916,2025-08-17,12:38:32,cable,18561.77,successful
TXN888761281545,2025-06-19,22:56:19,airtime,6384.7,failed
TXN165032078243,2025-12-19,20:40:19,airtime,15091.75,successful
TXN941980007139,2024-02-27,12:44:54,data,24151.52,successful
TXN179518515075,2024-10-22,03:40:28,data,7797.69,successful
TXN713083273839,2025-11-10,01:06:16,data,24349.92,successful
TXN676051594791,2025-08-05,01:35:01,airtime,25115.45,successful
TXN997866586485,2024-05-12,14:18:46,data,4558.11,failed
TXN043162037364,2025-06-25,08:25:08,cable,13852.07,successful
TXN664443384336,2025-02-07,21:45:27,airtime,32467.24,successful
TXN664194541367,2024-07-05,17:14:11,electricity,24441.12,successful
TXN133307427410,2025-09-18,12:48:31,data,30463.31,pending
TXN632346416439,2024-02-04,17:34:08,airtime,37661.3,failed
TXN317115907475,2024-11-05,02:45:38,airtime,7164.07,successful
TXN957818603288,2025-04-13,17:45:41,data,24052.9,failed
TXN960035265323,2024-08-23,16:59:54,cable,13017.49,successful
TXN423151605992,2024-02-24,04:24:14,cable,8281.78,failed
TXN313537505270,2025-06-12,05:04:11,data,39294.95,successful
TXN791204909959,2024-01-22,07:01:19,airtime,46132.93,successful
TXN454952708857,2025-08-25,11:50:12,electricity,8766.69,successful
TXN607429024180,2024-04-24,06:52:53,cable,43435.34,successful
TXN587555159998,2025-10-15,19:52:04,airtime,3958.53,successful
TXN210450772899,2025-06-22,22:42:17,data,33970.62,successful
TXN705985462513,2024-08-17,17:52:56,electricity,19647.22,successful
TXN016689762500,2025-10-12,13:57:56,cable,13258.34,failed
TXN578886783658,2025-09-04,00:34:05,cable,36341.43,failed
TXN231863454520,2025-12-16,20:25:40,electricity,49966.26,successful
TXN930809662712,2025-03-08,06:18:42,data,1968.85,successful
TXN254357685554,2024-01-17,13:24:15,cable,44919.34,successful
TXN464003642361,2025-09-06,09:53:13,airtime,35883.22,failed
TXN207324069201,2024-04-15,19:11:43,airtime,13163.74,successful
TXN181888918256,2025-05-26,12:59:34,data,31268.42,pending
TXN720265340375,2025-11-08,09:16:43,airtime,33030.31,successful
TXN003275196955,2024-06-08,10:49:01,cable,11236.26,successful
TXN047506243951,2025-11-02,11:21:21,cable,233.2,successful
TXN093985751508,2024-08-02,15:44:08,electricity,42185.39,failed
TXN837976380734,2024-04-11,22:36:45,data,16126.64,successful
TXN679384794495,2025-05-09,15:22:53,electricity,18982.99,successful
TXN649296064909,2025-10-01,20:57:24,airtime,31877.37,pending
TXN632462023833,2025-12-04,23:37:35,cable,6390.86,successful
TXN172579894909,2024-11-15,06:42:50,airtime,9269.7,successful
TXN361030014881,2025-07-29,06:23:47,data,7351.35,successful
TXN099588926866,2024-03-25,21:07:59,data,36372.11,failed
TXN351606712958,2025-09-27,18:03:58,airtime,2090.17,successful
TXN107292723012,2025-11-02,10:45:42,data,22837.79,successful
TXN850129226473,2024-02-19,17:05:47,airtime,6029.54,successful
TXN016735939257,2025-02-09,15:30:37,airtime,26346.01,successful
TXN060061294730,2025-02-15,08:20:29,airtime,10305.02,successful
TXN362257191762,2025-05-31,08:58:55,data,36202.42,successful
TXN817708292304,2024-08-13,16:28:23,data,12879.48,successful
TXN969076480186,2025-05-14,00:52:56,airtime,42999.71,successful
TXN424627526875,2025-11-20,16:16:02,data,41183.27,successful
TXN324700517988,2024-02-07,11:57:55,airtime,48010.68,successful
TXN114904471498,2025-03-07,00:35:34,data,27510.76,successful
TXN852216475891,2025-08-07,10:53:14,data,20551.31,successful
TXN465863373760,2025-06-10,06:06:26,cable,24524.43,successful
TXN640218199456,2025-09-06,19:34:15,airtime,13227.39,successful
TXN524949686032,2025-02-12,16:34:58,electricity,4820.69,successful
TXN377556656624,2025-08-02,08:17:57,electricity,21594.2,successful
TXN432013108683,2024-10-02,13:12:52,data,19724.74,successful
TXN113925669545,2025-11-15,13:23:01,airtime,46317.09,successful
TXN390888009280,2024-02-27,15:40:18,data,46452.92,successful
TXN834656810531,2024-06-20,18:45:24,data,38164.22,failed
TXN632225468407,2025-01-06,21:56:37,airtime,37340.95,successful
TXN547535405584,2024-08-22,23:50:34,data,20233.2,successful
TXN516249542892,2025-12-23,15:38:56,cable,5964.49,successful
TXN976159858547,2025-03-02,21:44:43,cable,38151.62,successful
TXN433395639164,2024-07-15,01:27:21,data,37759.81,successful
TXN421375412391,2025-08-14,14:39:43,data,42228.08,successful
TXN282835974022,2024-09-01,12:40:51,airtime,36496.92,successful
TXN255991729494,2024-04-08,22:27:44,airtime,16789.86,successful
TXN008461040042,2025-08-27,16:19:29,airtime,26938.31,successful
TXN737444383812,2024-04-14,03:53:20,data,22424.13,successful
TXN404788528574,2025-07-26,04:21:20,cable,13331.07,successful
TXN163481353014,2025-11-24,07:29:17,data,22392.9,successful
TXN117114389896,2025-09-06,13:41:23,airtime,10177.72,successful
TXN472009657074,2025-03-26,21:51:08,data,11652.53,successful
TXN096856599052,2024-12-02,15:42:34,cable,14927.99,failed
TXN444728102502,2024-12-15,08:46:51,electricity,37168.61,successful
TXN548253563936,2024-09-11,04:36:25,data,49139.63,successful
TXN055566846238,2024-04-16,15:14:22,cable,16043.27,successful
TXN864871005181,2024-05-30,11:35:15,airtime,20132.53,successful
TXN058462127187,2025-08-23,02:20:13,electricity,45960.26,pending
TXN061332922373,2025-02-26,19:51:14,data,15202.49,successful
TXN633092650796,2024-10-22,16:25:58,airtime,36083.33,successful
TXN652642824572,2025-04-03,00:06:02,cable,15068.88,successful
TXN480198740658,2024-10-24,12:06:27,airtime,274.06,successful
TXN952206255065,2024-03-27,22:38:22,data,25828.42,successful
TXN345115065397,2025-05-31,02:18:31,airtime,28426.14,successful
TXN755718518861,2024-12-07,04:07:07,airtime,14228.7,failed
TXN981540433191,2024-08-31,05:15:35,electricity,49643.48,failed
TXN633400486437,2025-06-13,11:39:46,data,27623.77,failed
TXN166673747583,2024-04-03,03:27:38,data,10561.74,successful
TXN148772073601,2024-11-02,03:16:23,electricity,18950.88,successful
TXN978560726519,2024-04-05,08:35:52,airtime,26341.85,successful
TXN750910347016,2025-02-07,22:03:29,data,12643.91,successful
